Id,ActivityHour,Calories,hour
2022484408,2016-05-05 15:00:00,214,15
2022484408,2016-05-05 16:00:00,150,16
2022484408,2016-05-05 17:00:00,110,17
2022484408,2016-05-05 18:00:00,106,18
2022484408,2016-05-05 19:00:00,92,19
2022484408,2016-05-05 20:00:00,105,20
2022484408,2016-05-05 21:00:00,62,21
2022484408,2016-05-05 22:00:00,62,22
2022484408,2016-05-05 23:00:00,62,23
2022484408,2016-05-06 00:00:00,62,0
2022484408,2016-05-06 01:00:00,62,1
2022484408,2016-05-06 02:00:00,62,2
2022484408,2016-05-06 03:00:00,62,3
2022484408,2016-05-06 04:00:00,62,4
2022484408,2016-05-06 05:00:00,62,5
2022484408,2016-05-06 06:00:00,62,6
2022484408,2016-05-06 07:00:00,62,7
2022484408,2016-05-06 08:00:00,62,8
2022484408,2016-05-06 09:00:00,154,9
2022484408,2016-05-06 10:00:00,181,10
2022484408,2016-05-06 11:00:00,180,11
2022484408,2016-05-06 12:00:00,94,12
2022484408,2016-05-06 13:00:00,123,13
2022484408,2016-05-06 14:00:00,289,14
2022484408,2016-05-06 15:00:00,120,15
2022484408,2016-05-06 16:00:00,111,16
2022484408,2016-05-06 17:00:00,100,17
2022484408,2016-05-06 18:00:00,110,18
2022484408,2016-05-06 19:00:00,105,19
2022484408,2016-05-06 20:00:00,90,20
2022484408,2016-05-06 21:00:00,158,21
2022484408,2016-05-06 22:00:00,62,22
2022484408,2016-05-06 23:00:00,62,23
2022484408,2016-05-07 00:00:00,62,0
2022484408,2016-05-07 01:00:00,62,1
2022484408,2016-05-07 02:00:00,62,2
2022484408,2016-05-07 03:00:00,62,3
2022484408,2016-05-07 04:00:00,62,4
2022484408,2016-05-07 05:00:00,62,5
2022484408,2016-05-07 06:00:00,62,6
2022484408,2016-05-07 07:00:00,62,7
2022484408,2016-05-07 08:00:00,64,8
2022484408,2016-05-07 09:00:00,140,9
2022484408,2016-05-07 10:00:00,219,10
2022484408,2016-05-07 11:00:00,141,11
2022484408,2016-05-07 12:00:00,107,12
2022484408,2016-05-07 13:00:00,111,13
2022484408,2016-05-07 14:00:00,62,14
2022484408,2016-05-07 15:00:00,62,15
2022484408,2016-05-07 16:00:00,62,16
2022484408,2016-05-07 17:00:00,62,17
2022484408,2016-05-07 18:00:00,62,18
2022484408,2016-05-07 19:00:00,122,19
2022484408,2016-05-07 20:00:00,96,20
2022484408,2016-05-07 21:00:00,62,21
2022484408,2016-05-07 22:00:00,62,22
2022484408,2016-05-07 23:00:00,62,23
2022484408,2016-05-08 00:00:00,62,0
2022484408,2016-05-08 01:00:00,62,1
2022484408,2016-05-08 02:00:00,62,2
2022484408,2016-05-08 03:00:00,62,3
2022484408,2016-05-08 04:00:00,62,4
2022484408,2016-05-08 05:00:00,62,5
2022484408,2016-05-08 06:00:00,62,6
2022484408,2016-05-08 07:00:00,62,7
2022484408,2016-05-08 08:00:00,91,8
2022484408,2016-05-08 09:00:00,88,9
2022484408,2016-05-08 10:00:00,129,10
2022484408,2016-05-08 11:00:00,150,11
2022484408,2016-05-08 12:00:00,130,12
2022484408,2016-05-08 13:00:00,104,13
2022484408,2016-05-08 14:00:00,96,14
2022484408,2016-05-08 15:00:00,62,15
2022484408,2016-05-08 16:00:00,62,16
2022484408,2016-05-08 17:00:00,62,17
2022484408,2016-05-08 18:00:00,62,18
2022484408,2016-05-08 19:00:00,62,19
2022484408,2016-05-08 20:00:00,62,20
2022484408,2016-05-08 21:00:00,62,21
2022484408,2016-05-08 22:00:00,62,22
2022484408,2016-05-08 23:00:00,62,23
2022484408,2016-05-09 00:00:00,62,0
2022484408,2016-05-09 01:00:00,62,1
2022484408,2016-05-09 02:00:00,62,2
2022484408,2016-05-09 03:00:00,62,3
2022484408,2016-05-09 04:00:00,62,4
2022484408,2016-05-09 05:00:00,62,5
2022484408,2016-05-09 06:00:00,95,6
2022484408,2016-05-09 07:00:00,134,7
2022484408,2016-05-09 08:00:00,140,8
2022484408,2016-05-09 09:00:00,202,9
2022484408,2016-05-09 10:00:00,288,10
2022484408,2016-05-09 11:00:00,83,11
2022484408,2016-05-09 12:00:00,110,12
2022484408,2016-05-09 13:00:00,82,13
2022484408,2016-05-09 14:00:00,294,14
2022484408,2016-05-09 15:00:00,190,15
2022484408,2016-05-09 16:00:00,127,16
2022484408,2016-05-09 17:00:00,108,17
2022484408,2016-05-09 18:00:00,117,18
2022484408,2016-05-09 19:00:00,103,19
2022484408,2016-05-09 20:00:00,78,20
2022484408,2016-05-09 21:00:00,62,21
2022484408,2016-05-09 22:00:00,62,22
2022484408,2016-05-09 23:00:00,62,23
2022484408,2016-05-10 00:00:00,62,0
2022484408,2016-05-10 01:00:00,62,1
2022484408,2016-05-10 02:00:00,62,2
2022484408,2016-05-10 03:00:00,62,3
2022484408,2016-05-10 04:00:00,62,4
2022484408,2016-05-10 05:00:00,62,5
2022484408,2016-05-10 06:00:00,62,6
2022484408,2016-05-10 07:00:00,62,7
2022484408,2016-05-10 08:00:00,82,8
2022484408,2016-05-10 09:00:00,112,9
2022484408,2016-05-10 10:00:00,361,10
2022484408,2016-05-10 11:00:00,275,11
2022484408,2016-05-10 12:00:00,116,12
2022484408,2016-05-10 13:00:00,176,13
2022484408,2016-05-10 14:00:00,273,14
2022484408,2016-05-10 15:00:00,130,15
2022484408,2016-05-10 16:00:00,102,16
2022484408,2016-05-10 17:00:00,176,17
2022484408,2016-05-10 18:00:00,115,18
2022484408,2016-05-10 19:00:00,131,19
2022484408,2016-05-10 20:00:00,64,20
2022484408,2016-05-10 21:00:00,62,21
2022484408,2016-05-10 22:00:00,62,22
2022484408,2016-05-10 23:00:00,62,23
2022484408,2016-05-11 00:00:00,62,0
2022484408,2016-05-11 01:00:00,62,1
2022484408,2016-05-11 02:00:00,62,2
2022484408,2016-05-11 03:00:00,62,3
2022484408,2016-05-11 04:00:00,62,4
2022484408,2016-05-11 05:00:00,62,5
2022484408,2016-05-11 06:00:00,62,6
2022484408,2016-05-11 07:00:00,62,7
2022484408,2016-05-11 08:00:00,62,8
2022484408,2016-05-11 09:00:00,67,9
2022484408,2016-05-11 10:00:00,100,10
2022484408,2016-05-11 11:00:00,367,11
2022484408,2016-05-11 12:00:00,123,12
2022484408,2016-05-11 13:00:00,83,13
2022484408,2016-05-11 14:00:00,274,14
2022484408,2016-05-11 15:00:00,141,15
2022484408,2016-05-11 16:00:00,161,16
2022484408,2016-05-11 17:00:00,185,17
2022484408,2016-05-11 18:00:00,124,18
2022484408,2016-05-11 19:00:00,111,19
2022484408,2016-05-11 20:00:00,62,20
2022484408,2016-05-11 21:00:00,62,21
2022484408,2016-05-11 22:00:00,62,22
2022484408,2016-05-11 23:00:00,62,23
2022484408,2016-05-12 00:00:00,62,0
2022484408,2016-05-12 01:00:00,62,1
2022484408,2016-05-12 02:00:00,62,2
2022484408,2016-05-12 03:00:00,62,3
2022484408,2016-05-12 04:00:00,62,4
2022484408,2016-05-12 05:00:00,62,5
2022484408,2016-05-12 06:00:00,62,6
2022484408,2016-05-12 07:00:00,113,7
2022484408,2016-05-12 08:00:00,102,8
2022484408,2016-05-12 09:00:00,181,9
2022484408,2016-05-12 10:00:00,246,10
2022484408,2016-05-12 11:00:00,104,11
2022484408,2016-05-12 12:00:00,111,12
2022484408,2016-05-12 13:00:00,152,13
2022484408,2016-05-12 14:00:00,178,14
2022484408,2016-05-12 15:00:00,129,15
2026352035,2016-04-12 00:00:00,48,0
2026352035,2016-04-12 01:00:00,47,1
2026352035,2016-04-12 02:00:00,47,2
2026352035,2016-04-12 03:00:00,47,3
2026352035,2016-04-12 04:00:00,47,4
2026352035,2016-04-12 05:00:00,47,5
2026352035,2016-04-12 06:00:00,78,6
2026352035,2016-04-12 07:00:00,69,7
2026352035,2016-04-12 08:00:00,60,8
2026352035,2016-04-12 09:00:00,68,9
2026352035,2016-04-12 10:00:00,60,10
2026352035,2016-04-12 11:00:00,113,11
2026352035,2016-04-12 12:00:00,94,12
2026352035,2016-04-12 13:00:00,54,13
2026352035,2016-04-12 14:00:00,52,14
2026352035,2016-04-12 15:00:00,67,15
2026352035,2016-04-12 16:00:00,52,16
2026352035,2016-04-12 17:00:00,69,17
2026352035,2016-04-12 18:00:00,71,18
2026352035,2016-04-12 19:00:00,60,19
2026352035,2016-04-12 20:00:00,68,20
2026352035,2016-04-12 21:00:00,47,21
2026352035,2016-04-12 22:00:00,47,22
2026352035,2016-04-12 23:00:00,48,23
2026352035,2016-04-13 00:00:00,47,0
2026352035,2016-04-13 01:00:00,48,1
2026352035,2016-04-13 02:00:00,47,2
2026352035,2016-04-13 03:00:00,48,3
2026352035,2016-04-13 04:00:00,47,4
2026352035,2016-04-13 05:00:00,48,5
2026352035,2016-04-13 06:00:00,73,6
2026352035,2016-04-13 07:00:00,76,7
2026352035,2016-04-13 08:00:00,66,8
2026352035,2016-04-13 09:00:00,72,9
2026352035,2016-04-13 10:00:00,53,10
2026352035,2016-04-13 11:00:00,65,11
2026352035,2016-04-13 12:00:00,64,12
2026352035,2016-04-13 13:00:00,59,13
2026352035,2016-04-13 14:00:00,62,14
2026352035,2016-04-13 15:00:00,98,15
2026352035,2016-04-13 16:00:00,83,16
2026352035,2016-04-13 17:00:00,80,17
2026352035,2016-04-13 18:00:00,57,18
2026352035,2016-04-13 19:00:00,79,19
2026352035,2016-04-13 20:00:00,90,20
2026352035,2016-04-13 21:00:00,64,21
2026352035,2016-04-13 22:00:00,50,22
2026352035,2016-04-13 23:00:00,47,23
2026352035,2016-04-14 00:00:00,47,0
2026352035,2016-04-14 01:00:00,47,1
2026352035,2016-04-14 02:00:00,47,2
2026352035,2016-04-14 03:00:00,47,3
2026352035,2016-04-14 04:00:00,47,4
2026352035,2016-04-14 05:00:00,47,5
2026352035,2016-04-14 06:00:00,63,6
2026352035,2016-04-14 07:00:00,98,7
2026352035,2016-04-14 08:00:00,79,8
2026352035,2016-04-14 09:00:00,55,9
2026352035,2016-04-14 10:00:00,55,10
2026352035,2016-04-14 11:00:00,60,11
2026352035,2016-04-14 12:00:00,61,12
2026352035,2016-04-14 13:00:00,60,13
2026352035,2016-04-14 14:00:00,67,14
2026352035,2016-04-14 15:00:00,59,15
2026352035,2016-04-14 16:00:00,60,16
2026352035,2016-04-14 17:00:00,79,17
2026352035,2016-04-14 18:00:00,76,18
2026352035,2016-04-14 19:00:00,68,19
2026352035,2016-04-14 20:00:00,67,20
2026352035,2016-04-14 21:00:00,48,21
2026352035,2016-04-14 22:00:00,51,22
2026352035,2016-04-14 23:00:00,47,23
2026352035,2016-04-15 00:00:00,48,0
2026352035,2016-04-15 01:00:00,47,1
2026352035,2016-04-15 02:00:00,47,2
2026352035,2016-04-15 03:00:00,51,3
2026352035,2016-04-15 04:00:00,48,4
2026352035,2016-04-15 05:00:00,47,5
2026352035,2016-04-15 06:00:00,82,6
2026352035,2016-04-15 07:00:00,67,7
2026352035,2016-04-15 08:00:00,65,8
2026352035,2016-04-15 09:00:00,59,9
2026352035,2016-04-15 10:00:00,68,10
2026352035,2016-04-15 11:00:00,54,11
2026352035,2016-04-15 12:00:00,61,12
2026352035,2016-04-15 13:00:00,56,13
2026352035,2016-04-15 14:00:00,67,14
2026352035,2016-04-15 15:00:00,89,15
2026352035,2016-04-15 16:00:00,62,16
2026352035,2016-04-15 17:00:00,71,17
2026352035,2016-04-15 18:00:00,76,18
2026352035,2016-04-15 19:00:00,63,19
2026352035,2016-04-15 20:00:00,69,20
2026352035,2016-04-15 21:00:00,50,21
2026352035,2016-04-15 22:00:00,50,22
2026352035,2016-04-15 23:00:00,48,23
2026352035,2016-04-16 00:00:00,47,0
2026352035,2016-04-16 01:00:00,49,1
2026352035,2016-04-16 02:00:00,48,2
2026352035,2016-04-16 03:00:00,47,3
2026352035,2016-04-16 04:00:00,48,4
2026352035,2016-04-16 05:00:00,47,5
2026352035,2016-04-16 06:00:00,77,6
2026352035,2016-04-16 07:00:00,61,7
2026352035,2016-04-16 08:00:00,68,8
2026352035,2016-04-16 09:00:00,65,9
2026352035,2016-04-16 10:00:00,58,10
2026352035,2016-04-16 11:00:00,55,11
2026352035,2016-04-16 12:00:00,57,12
2026352035,2016-04-16 13:00:00,56,13
2026352035,2016-04-16 14:00:00,68,14
2026352035,2016-04-16 15:00:00,52,15
2026352035,2016-04-16 16:00:00,57,16
2026352035,2016-04-16 17:00:00,74,17
2026352035,2016-04-16 18:00:00,62,18
2026352035,2016-04-16 19:00:00,62,19
2026352035,2016-04-16 20:00:00,62,20
2026352035,2016-04-16 21:00:00,53,21
2026352035,2016-04-16 22:00:00,53,22
2026352035,2016-04-16 23:00:00,49,23
2026352035,2016-04-17 00:00:00,47,0
2026352035,2016-04-17 01:00:00,47,1
2026352035,2016-04-17 02:00:00,47,2
2026352035,2016-04-17 03:00:00,47,3
2026352035,2016-04-17 04:00:00,47,4
2026352035,2016-04-17 05:00:00,50,5
2026352035,2016-04-17 06:00:00,69,6
2026352035,2016-04-17 07:00:00,63,7
2026352035,2016-04-17 08:00:00,61,8
2026352035,2016-04-17 09:00:00,61,9
2026352035,2016-04-17 10:00:00,54,10
2026352035,2016-04-17 11:00:00,62,11
2026352035,2016-04-17 12:00:00,49,12
2026352035,2016-04-17 13:00:00,47,13
2026352035,2016-04-17 14:00:00,47,14
2026352035,2016-04-17 15:00:00,47,15
2026352035,2016-04-17 16:00:00,47,16
2026352035,2016-04-17 17:00:00,47,17
2026352035,2016-04-17 18:00:00,47,18
2026352035,2016-04-17 19:00:00,47,19
2026352035,2016-04-17 20:00:00,47,20
2026352035,2016-04-17 21:00:00,47,21
2026352035,2016-04-17 22:00:00,47,22
2026352035,2016-04-17 23:00:00,47,23
2026352035,2016-04-18 00:00:00,47,0
2026352035,2016-04-18 01:00:00,47,1
2026352035,2016-04-18 02:00:00,47,2
2026352035,2016-04-18 03:00:00,47,3
2026352035,2016-04-18 04:00:00,47,4
2026352035,2016-04-18 05:00:00,47,5
2026352035,2016-04-18 06:00:00,74,6
2026352035,2016-04-18 07:00:00,60,7
2026352035,2016-04-18 08:00:00,53,8
2026352035,2016-04-18 09:00:00,56,9
2026352035,2016-04-18 10:00:00,82,10
2026352035,2016-04-18 11:00:00,60,11
2026352035,2016-04-18 12:00:00,52,12
2026352035,2016-04-18 13:00:00,69,13
2026352035,2016-04-18 14:00:00,68,14
2026352035,2016-04-18 15:00:00,65,15
2026352035,2016-04-18 16:00:00,64,16
2026352035,2016-04-18 17:00:00,73,17
2026352035,2016-04-18 18:00:00,75,18
2026352035,2016-04-18 19:00:00,73,19
2026352035,2016-04-18 20:00:00,68,20
2026352035,2016-04-18 21:00:00,49,21
2026352035,2016-04-18 22:00:00,51,22
2026352035,2016-04-18 23:00:00,50,23
2026352035,2016-04-19 00:00:00,47,0
2026352035,2016-04-19 01:00:00,47,1
2026352035,2016-04-19 02:00:00,47,2
2026352035,2016-04-19 03:00:00,47,3
2026352035,2016-04-19 04:00:00,47,4
2026352035,2016-04-19 05:00:00,47,5
2026352035,2016-04-19 06:00:00,68,6
2026352035,2016-04-19 07:00:00,63,7
2026352035,2016-04-19 08:00:00,63,8
2026352035,2016-04-19 09:00:00,59,9
2026352035,2016-04-19 10:00:00,59,10
2026352035,2016-04-19 11:00:00,59,11
2026352035,2016-04-19 12:00:00,61,12
2026352035,2016-04-19 13:00:00,51,13
2026352035,2016-04-19 14:00:00,67,14
2026352035,2016-04-19 15:00:00,51,15
2026352035,2016-04-19 16:00:00,59,16
2026352035,2016-04-19 17:00:00,56,17
2026352035,2016-04-19 18:00:00,84,18
2026352035,2016-04-19 19:00:00,57,19
2026352035,2016-04-19 20:00:00,59,20
2026352035,2016-04-19 21:00:00,60,21
2026352035,2016-04-19 22:00:00,49,22
2026352035,2016-04-19 23:00:00,50,23
2026352035,2016-04-20 00:00:00,51,0
2026352035,2016-04-20 01:00:00,47,1
2026352035,2016-04-20 02:00:00,48,2
2026352035,2016-04-20 03:00:00,47,3
2026352035,2016-04-20 04:00:00,47,4
2026352035,2016-04-20 05:00:00,61,5
2026352035,2016-04-20 06:00:00,70,6
2026352035,2016-04-20 07:00:00,62,7
2026352035,2016-04-20 08:00:00,68,8
2026352035,2016-04-20 09:00:00,67,9
2026352035,2016-04-20 10:00:00,71,10
2026352035,2016-04-20 11:00:00,99,11
2026352035,2016-04-20 12:00:00,71,12
2026352035,2016-04-20 13:00:00,109,13
2026352035,2016-04-20 14:00:00,100,14
2026352035,2016-04-20 15:00:00,87,15
2026352035,2016-04-20 16:00:00,90,16
2026352035,2016-04-20 17:00:00,70,17
2026352035,2016-04-20 18:00:00,107,18
2026352035,2016-04-20 19:00:00,70,19
2026352035,2016-04-20 20:00:00,63,20
2026352035,2016-04-20 21:00:00,64,21
2026352035,2016-04-20 22:00:00,49,22
2026352035,2016-04-20 23:00:00,50,23
2026352035,2016-04-21 00:00:00,47,0
2026352035,2016-04-21 01:00:00,48,1
2026352035,2016-04-21 02:00:00,47,2
2026352035,2016-04-21 03:00:00,47,3
2026352035,2016-04-21 04:00:00,47,4
2026352035,2016-04-21 05:00:00,47,5
2026352035,2016-04-21 06:00:00,75,6
2026352035,2016-04-21 07:00:00,64,7
2026352035,2016-04-21 08:00:00,51,8
2026352035,2016-04-21 09:00:00,61,9
2026352035,2016-04-21 10:00:00,50,10
2026352035,2016-04-21 11:00:00,60,11
2026352035,2016-04-21 12:00:00,61,12
2026352035,2016-04-21 13:00:00,55,13
2026352035,2016-04-21 14:00:00,61,14
2026352035,2016-04-21 15:00:00,61,15
2026352035,2016-04-21 16:00:00,58,16
2026352035,2016-04-21 17:00:00,86,17
2026352035,2016-04-21 18:00:00,67,18
2026352035,2016-04-21 19:00:00,59,19
2026352035,2016-04-21 20:00:00,74,20
2026352035,2016-04-21 21:00:00,48,21
2026352035,2016-04-21 22:00:00,48,22
2026352035,2016-04-21 23:00:00,49,23
2026352035,2016-04-22 00:00:00,47,0
2026352035,2016-04-22 01:00:00,47,1
2026352035,2016-04-22 02:00:00,47,2
2026352035,2016-04-22 03:00:00,47,3
2026352035,2016-04-22 04:00:00,47,4
2026352035,2016-04-22 05:00:00,47,5
2026352035,2016-04-22 06:00:00,74,6
2026352035,2016-04-22 07:00:00,54,7
2026352035,2016-04-22 08:00:00,61,8
2026352035,2016-04-22 09:00:00,58,9
2026352035,2016-04-22 10:00:00,70,10
2026352035,2016-04-22 11:00:00,76,11
2026352035,2016-04-22 12:00:00,60,12
2026352035,2016-04-22 13:00:00,58,13
2026352035,2016-04-22 14:00:00,53,14
2026352035,2016-04-22 15:00:00,96,15
2026352035,2016-04-22 16:00:00,63,16
2026352035,2016-04-22 17:00:00,65,17
2026352035,2016-04-22 18:00:00,63,18
2026352035,2016-04-22 19:00:00,59,19
2026352035,2016-04-22 20:00:00,65,20
2026352035,2016-04-22 21:00:00,47,21
2026352035,2016-04-22 22:00:00,48,22
2026352035,2016-04-22 23:00:00,51,23
2026352035,2016-04-23 00:00:00,48,0
2026352035,2016-04-23 01:00:00,47,1
2026352035,2016-04-23 02:00:00,47,2
2026352035,2016-04-23 03:00:00,47,3
2026352035,2016-04-23 04:00:00,47,4
2026352035,2016-04-23 05:00:00,47,5
2026352035,2016-04-23 06:00:00,86,6
2026352035,2016-04-23 07:00:00,66,7
2026352035,2016-04-23 08:00:00,110,8
2026352035,2016-04-23 09:00:00,92,9
2026352035,2016-04-23 10:00:00,118,10
2026352035,2016-04-23 11:00:00,164,11
2026352035,2016-04-23 12:00:00,121,12
2026352035,2016-04-23 13:00:00,100,13
2026352035,2016-04-23 14:00:00,143,14
2026352035,2016-04-23 15:00:00,108,15
2026352035,2016-04-23 16:00:00,70,16
2026352035,2016-04-23 17:00:00,99,17
2026352035,2016-04-23 18:00:00,80,18
2026352035,2016-04-23 19:00:00,68,19
2026352035,2016-04-23 20:00:00,67,20
2026352035,2016-04-23 21:00:00,47,21
2026352035,2016-04-23 22:00:00,48,22
2026352035,2016-04-23 23:00:00,47,23
2026352035,2016-04-24 00:00:00,47,0
2026352035,2016-04-24 01:00:00,47,1
2026352035,2016-04-24 02:00:00,47,2
2026352035,2016-04-24 03:00:00,47,3
2026352035,2016-04-24 04:00:00,47,4
2026352035,2016-04-24 05:00:00,47,5
2026352035,2016-04-24 06:00:00,70,6
2026352035,2016-04-24 07:00:00,68,7
2026352035,2016-04-24 08:00:00,61,8
2026352035,2016-04-24 09:00:00,78,9
2026352035,2016-04-24 10:00:00,57,10
2026352035,2016-04-24 11:00:00,65,11
2026352035,2016-04-24 12:00:00,51,12
2026352035,2016-04-24 13:00:00,58,13
2026352035,2016-04-24 14:00:00,63,14
2026352035,2016-04-24 15:00:00,62,15
2026352035,2016-04-24 16:00:00,61,16
2026352035,2016-04-24 17:00:00,75,17
2026352035,2016-04-24 18:00:00,69,18
2026352035,2016-04-24 19:00:00,61,19
2026352035,2016-04-24 20:00:00,70,20
2026352035,2016-04-24 21:00:00,56,21
2026352035,2016-04-24 22:00:00,48,22
2026352035,2016-04-24 23:00:00,48,23
2026352035,2016-04-25 00:00:00,47,0
2026352035,2016-04-25 01:00:00,47,1
2026352035,2016-04-25 02:00:00,47,2
2026352035,2016-04-25 03:00:00,47,3
2026352035,2016-04-25 04:00:00,47,4
2026352035,2016-04-25 05:00:00,47,5
2026352035,2016-04-25 06:00:00,87,6
2026352035,2016-04-25 07:00:00,88,7
2026352035,2016-04-25 08:00:00,93,8
2026352035,2016-04-25 09:00:00,113,9
2026352035,2016-04-25 10:00:00,73,10
2026352035,2016-04-25 11:00:00,79,11
2026352035,2016-04-25 12:00:00,83,12
2026352035,2016-04-25 13:00:00,74,13
2026352035,2016-04-25 14:00:00,107,14
2026352035,2016-04-25 15:00:00,90,15
2026352035,2016-04-25 16:00:00,84,16
2026352035,2016-04-25 17:00:00,47,17
2026352035,2016-04-25 18:00:00,47,18
2026352035,2016-04-25 19:00:00,47,19
2026352035,2016-04-25 20:00:00,47,20
2026352035,2016-04-25 21:00:00,47,21
2026352035,2016-04-25 22:00:00,47,22
2026352035,2016-04-25 23:00:00,47,23
2026352035,2016-04-26 00:00:00,47,0
2026352035,2016-04-26 01:00:00,47,1
2026352035,2016-04-26 02:00:00,47,2
2026352035,2016-04-26 03:00:00,47,3
2026352035,2016-04-26 04:00:00,47,4
2026352035,2016-04-26 05:00:00,47,5
2026352035,2016-04-26 06:00:00,51,6
2026352035,2016-04-26 07:00:00,68,7
2026352035,2016-04-26 08:00:00,68,8
2026352035,2016-04-26 09:00:00,63,9
2026352035,2016-04-26 10:00:00,72,10
2026352035,2016-04-26 11:00:00,65,11
2026352035,2016-04-26 12:00:00,83,12
2026352035,2016-04-26 13:00:00,116,13
2026352035,2016-04-26 14:00:00,93,14
2026352035,2016-04-26 15:00:00,83,15
2026352035,2016-04-26 16:00:00,76,16
2026352035,2016-04-26 17:00:00,72,17
2026352035,2016-04-26 18:00:00,71,18
2026352035,2016-04-26 19:00:00,85,19
2026352035,2016-04-26 20:00:00,85,20
2026352035,2016-04-26 21:00:00,69,21
2026352035,2016-04-26 22:00:00,48,22
2026352035,2016-04-26 23:00:00,49,23
2026352035,2016-04-27 00:00:00,48,0
2026352035,2016-04-27 01:00:00,49,1
2026352035,2016-04-27 02:00:00,47,2
2026352035,2016-04-27 03:00:00,48,3
2026352035,2016-04-27 04:00:00,47,4
2026352035,2016-04-27 05:00:00,47,5
2026352035,2016-04-27 06:00:00,57,6
2026352035,2016-04-27 07:00:00,67,7
2026352035,2016-04-27 08:00:00,55,8
2026352035,2016-04-27 09:00:00,54,9
2026352035,2016-04-27 10:00:00,57,10
2026352035,2016-04-27 11:00:00,59,11
2026352035,2016-04-27 12:00:00,58,12
2026352035,2016-04-27 13:00:00,102,13
2026352035,2016-04-27 14:00:00,91,14
2026352035,2016-04-27 15:00:00,85,15
2026352035,2016-04-27 16:00:00,99,16
2026352035,2016-04-27 17:00:00,108,17
2026352035,2016-04-27 18:00:00,81,18
2026352035,2016-04-27 19:00:00,94,19
2026352035,2016-04-27 20:00:00,76,20
2026352035,2016-04-27 21:00:00,64,21
2026352035,2016-04-27 22:00:00,51,22
2026352035,2016-04-27 23:00:00,49,23
2026352035,2016-04-28 00:00:00,48,0
2026352035,2016-04-28 01:00:00,47,1
2026352035,2016-04-28 02:00:00,47,2
2026352035,2016-04-28 03:00:00,48,3
2026352035,2016-04-28 04:00:00,47,4
2026352035,2016-04-28 05:00:00,47,5
2026352035,2016-04-28 06:00:00,72,6
2026352035,2016-04-28 07:00:00,66,7
2026352035,2016-04-28 08:00:00,55,8
2026352035,2016-04-28 09:00:00,57,9
2026352035,2016-04-28 10:00:00,69,10
2026352035,2016-04-28 11:00:00,68,11
2026352035,2016-04-28 12:00:00,61,12
2026352035,2016-04-28 13:00:00,91,13
2026352035,2016-04-28 14:00:00,73,14
2026352035,2016-04-28 15:00:00,114,15
2026352035,2016-04-28 16:00:00,116,16
2026352035,2016-04-28 17:00:00,100,17
2026352035,2016-04-28 18:00:00,72,18
2026352035,2016-04-28 19:00:00,78,19
2026352035,2016-04-28 20:00:00,80,20
2026352035,2016-04-28 21:00:00,83,21
2026352035,2016-04-28 22:00:00,62,22
2026352035,2016-04-28 23:00:00,50,23
2026352035,2016-04-29 00:00:00,48,0
2026352035,2016-04-29 01:00:00,47,1
2026352035,2016-04-29 02:00:00,47,2
2026352035,2016-04-29 03:00:00,47,3
2026352035,2016-04-29 04:00:00,47,4
2026352035,2016-04-29 05:00:00,48,5
2026352035,2016-04-29 06:00:00,48,6
2026352035,2016-04-29 07:00:00,95,7
2026352035,2016-04-29 08:00:00,76,8
2026352035,2016-04-29 09:00:00,65,9
2026352035,2016-04-29 10:00:00,83,10
2026352035,2016-04-29 11:00:00,95,11
2026352035,2016-04-29 12:00:00,90,12
2026352035,2016-04-29 13:00:00,105,13
2026352035,2016-04-29 14:00:00,92,14
2026352035,2016-04-29 15:00:00,116,15
2026352035,2016-04-29 16:00:00,83,16
2026352035,2016-04-29 17:00:00,79,17
2026352035,2016-04-29 18:00:00,100,18
2026352035,2016-04-29 19:00:00,71,19
2026352035,2016-04-29 20:00:00,67,20
2026352035,2016-04-29 21:00:00,51,21
2026352035,2016-04-29 22:00:00,49,22
2026352035,2016-04-29 23:00:00,47,23
2026352035,2016-04-30 00:00:00,47,0
2026352035,2016-04-30 01:00:00,47,1
2026352035,2016-04-30 02:00:00,47,2
2026352035,2016-04-30 03:00:00,47,3
2026352035,2016-04-30 04:00:00,47,4
2026352035,2016-04-30 05:00:00,47,5
2026352035,2016-04-30 06:00:00,47,6
2026352035,2016-04-30 07:00:00,97,7
2026352035,2016-04-30 08:00:00,72,8
2026352035,2016-04-30 09:00:00,57,9
2026352035,2016-04-30 10:00:00,69,10
2026352035,2016-04-30 11:00:00,55,11
2026352035,2016-04-30 12:00:00,114,12
2026352035,2016-04-30 13:00:00,104,13
2026352035,2016-04-30 14:00:00,78,14
2026352035,2016-04-30 15:00:00,58,15
2026352035,2016-04-30 16:00:00,62,16
2026352035,2016-04-30 17:00:00,67,17
2026352035,2016-04-30 18:00:00,65,18
2026352035,2016-04-30 19:00:00,70,19
2026352035,2016-04-30 20:00:00,65,20
2026352035,2016-04-30 21:00:00,47,21
2026352035,2016-04-30 22:00:00,52,22
2026352035,2016-04-30 23:00:00,47,23
2026352035,2016-05-01 00:00:00,47,0
2026352035,2016-05-01 01:00:00,47,1
2026352035,2016-05-01 02:00:00,47,2
2026352035,2016-05-01 03:00:00,47,3
2026352035,2016-05-01 04:00:00,47,4
2026352035,2016-05-01 05:00:00,47,5
2026352035,2016-05-01 06:00:00,76,6
2026352035,2016-05-01 07:00:00,71,7
2026352035,2016-05-01 08:00:00,67,8
2026352035,2016-05-01 09:00:00,62,9
